candidate_id,candidate_name,degree_result,location,course_id,course_name,start_date,duration,week_no,analytic,independent,determined,professional,studious,imaginative,presentation_pct,psychometrics_pct
1332,Solly Kollas,1st,Birmingham Academy,25,Engineering 18,2019-04-01,8,2,3,4,3,3,4,1,78.13,54
1332,Solly Kollas,1st,Birmingham Academy,25,Engineering 18,2019-04-01,8,3,5,4,2,3,7,5,78.13,54
1332,Solly Kollas,1st,Birmingham Academy,25,Engineering 18,2019-04-01,8,4,6,7,4,3,8,5,78.13,54
1333,Gaspard Dunn,2:1,Birmingham Academy,14,Data 30,2019-04-08,8,1,1,1,3,4,3,4,65.63,59
1333,Gaspard Dunn,2:1,Birmingham Academy,14,Data 30,2019-04-08,8,2,1,1,3,4,2,2,65.63,59
1333,Gaspard Dunn,2:1,Birmingham Academy,14,Data 30,2019-04-08,8,3,1,1,4,3,3,4,65.63,59
1333,Gaspard Dunn,2:1,Birmingham Academy,14,Data 30,2019-04-08,8,4,6,8,3,7,7,5,65.63,59
1333,Gaspard Dunn,2:1,Birmingham Academy,14,Data 30,2019-04-08,8,5,8,5,2,8,8,7,65.63,59
1333,Gaspard Dunn,2:1,Birmingham Academy,14,Data 30,2019-04-08,8,6,8,4,8,7,4,5,65.63,59
1333,Gaspard Dunn,2:1,Birmingham Academy,14,Data 30,2019-04-08,8,7,4,8,8,8,8,8,65.63,59
1333,Gaspard Dunn,2:1,Birmingham Academy,14,Data 30,2019-04-08,8,8,8,2,8,8,8,7,65.63,59
1336,Liuka Drissell,2:1,London Academy,25,Engineering 18,2019-04-01,8,1,3,3,4,1,3,1,62.5,55
1336,Liuka Drissell,2:1,London Academy,25,Engineering 18,2019-04-01,8,2,8,3,5,2,4,3,62.5,55
1336,Liuka Drissell,2:1,London Academy,25,Engineering 18,2019-04-01,8,3,5,2,1,3,7,4,62.5,55
1336,Liuka Drissell,2:1,London Academy,25,Engineering 18,2019-04-01,8,4,3,3,7,8,8,2,62.5,55
1336,Liuka Drissell,2:1,London Academy,25,Engineering 18,2019-04-01,8,5,4,5,5,8,4,7,62.5,55
1336,Liuka Drissell,2:1,London Academy,25,Engineering 18,2019-04-01,8,6,7,7,7,8,5,8,62.5,55
1336,Liuka Drissell,2:1,London Academy,25,Engineering 18,2019-04-01,8,7,8,8,8,8,8,7,62.5,55
1336,Liuka Drissell,2:1,London Academy,25,Engineering 18,2019-04-01,8,8,7,5,8,8,7,6,62.5,55
1338,Fabian Exell,1st,London Academy,25,Engineering 18,2019-04-01,8,1,2,6,3,6,3,1,78.13,60
1338,Fabian Exell,1st,London Academy,25,Engineering 18,2019-04-01,8,2,3,3,3,1,6,6,78.13,60
1338,Fabian Exell,1st,London Academy,25,Engineering 18,2019-04-01,8,3,5,4,4,6,1,1,78.13,60
1338,Fabian Exell,1st,London Academy,25,Engineering 18,2019-04-01,8,4,6,8,5,8,5,7,78.13,60
1338,Fabian Exell,1st,London Academy,25,Engineering 18,2019-04-01,8,5,2,8,8,7,3,1,78.13,60
1338,Fabian Exell,1st,London Academy,25,Engineering 18,2019-04-01,8,6,7,4,8,3,4,8,78.13,60
1338,Fabian Exell,1st,London Academy,25,Engineering 18,2019-04-01,8,7,8,8,8,8,8,7,78.13,60
1338,Fabian Exell,1st,London Academy,25,Engineering 18,2019-04-01,8,8,8,8,6,8,6,8,78.13,60
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,1,1,3,2,4,2,2,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,2,3,3,2,4,4,4,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,3,1,1,4,3,4,1,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,4,7,6,6,8,7,6,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,5,4,8,8,8,4,4,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,6,8,8,7,6,8,6,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,7,2,8,8,8,6,8,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,8,8,8,5,8,8,6,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,9,8,8,8,6,8,8,71.88,51
1345,Fletcher Ayllett,2:2,London Academy,13,Data 29,2019-03-04,10,10,8,8,8,8,8,8,71.88,51
1373,Ilaire Ord,2:2,London Academy,2,Business 21,2019-03-18,8,1,7,2,6,5,5,1,56.25,51
1373,Ilaire Ord,2:2,London Academy,2,Business 21,2019-03-18,8,2,2,6,2,1,1,5,56.25,51
1373,Ilaire Ord,2:2,London Academy,2,Business 21,2019-03-18,8,3,1,5,5,2,5,5,56.25,51
1373,Ilaire Ord,2:2,London Academy,2,Business 21,2019-03-18,8,4,1,7,8,8,5,5,56.25,51
1373,Ilaire Ord,2:2,London Academy,2,Business 21,2019-03-18,8,5,8,5,5,6,4,4,56.25,51
1373,Ilaire Ord,2:2,London Academy,2,Business 21,2019-03-18,8,6,8,2,8,4,6,6,56.25,51
1373,Ilaire Ord,2:2,London Academy,2,Business 21,2019-03-18,8,7,8,8,8,5,8,8,56.25,51
1373,Ilaire Ord,2:2,London Academy,2,Business 21,2019-03-18,8,8,8,8,8,8,7,5,56.25,51
1386,Ealasaid Badcock,2:2,London Academy,25,Engineering 18,2019-04-01,8,1,5,4,4,3,1,3,62.5,63
1386,Ealasaid Badcock,2:2,London Academy,25,Engineering 18,2019-04-01,8,2,2,6,1,5,3,3,62.5,63
1386,Ealasaid Badcock,2:2,London Academy,25,Engineering 18,2019-04-01,8,3,6,3,6,2,3,4,62.5,63
1386,Ealasaid Badcock,2:2,London Academy,25,Engineering 18,2019-04-01,8,4,5,6,5,4,8,5,62.5,63
1386,Ealasaid Badcock,2:2,London Academy,25,Engineering 18,2019-04-01,8,5,5,8,6,8,3,7,62.5,63
1386,Ealasaid Badcock,2:2,London Academy,25,Engineering 18,2019-04-01,8,6,8,5,3,2,6,7,62.5,63
1386,Ealasaid Badcock,2:2,London Academy,25,Engineering 18,2019-04-01,8,7,6,8,8,8,7,5,62.5,63
1386,Ealasaid Badcock,2:2,London Academy,25,Engineering 18,2019-04-01,8,8,8,8,7,8,8,6,62.5,63
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,1,8,2,2,1,3,5,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,2,1,2,2,1,8,3,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,3,1,5,2,2,1,1,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,4,4,7,6,4,6,8,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,5,8,8,4,7,6,4,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,6,7,8,4,5,4,5,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,7,8,8,7,8,8,8,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,8,8,8,8,8,8,8,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,9,8,8,7,7,8,7,62.5,65
1392,Shawn Bowmer,2:1,Birmingham Academy,13,Data 29,2019-03-04,10,10,8,7,8,8,8,8,62.5,65
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,1,2,2,5,4,3,1,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,2,3,5,3,2,3,1,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,3,3,4,2,1,2,4,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,4,8,8,8,6,4,8,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,5,8,2,6,2,6,3,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,6,7,7,2,8,3,8,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,7,8,8,4,8,8,3,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,8,7,8,8,8,8,8,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,9,8,8,8,8,8,8,65.63,53
1400,El Durante,1st,London Academy,13,Data 29,2019-03-04,10,10,8,8,8,8,8,8,65.63,53
1401,Benedick Arnhold,1st,London Academy,2,Business 21,2019-03-18,8,1,5,4,1,2,3,3,50,62
1401,Benedick Arnhold,1st,London Academy,2,Business 21,2019-03-18,8,2,7,6,3,3,4,3,50,62
1401,Benedick Arnhold,1st,London Academy,2,Business 21,2019-03-18,8,3,4,6,3,1,3,2,50,62
1401,Benedick Arnhold,1st,London Academy,2,Business 21,2019-03-18,8,4,3,7,4,7,5,7,50,62
1401,Benedick Arnhold,1st,London Academy,2,Business 21,2019-03-18,8,5,8,8,7,3,3,3,50,62
1401,Benedick Arnhold,1st,London Academy,2,Business 21,2019-03-18,8,6,7,8,5,4,5,1,50,62
1401,Benedick Arnhold,1st,London Academy,2,Business 21,2019-03-18,8,7,8,8,8,8,3,8,50,62
1401,Benedick Arnhold,1st,London Academy,2,Business 21,2019-03-18,8,8,7,8,8,8,8,8,50,62
1416,Gal Wallwood,2:2,London Academy,25,Engineering 18,2019-04-01,8,1,4,4,2,4,6,3,59.38,59
1416,Gal Wallwood,2:2,London Academy,25,Engineering 18,2019-04-01,8,2,2,3,2,4,3,8,59.38,59
1416,Gal Wallwood,2:2,London Academy,25,Engineering 18,2019-04-01,8,3,1,5,3,4,2,4,59.38,59
1416,Gal Wallwood,2:2,London Academy,25,Engineering 18,2019-04-01,8,4,3,8,2,7,5,6,59.38,59
1416,Gal Wallwood,2:2,London Academy,25,Engineering 18,2019-04-01,8,5,2,3,7,6,4,6,59.38,59
1416,Gal Wallwood,2:2,London Academy,25,Engineering 18,2019-04-01,8,6,6,7,3,4,2,8,59.38,59
1416,Gal Wallwood,2:2,London Academy,25,Engineering 18,2019-04-01,8,7,7,8,7,5,6,7,59.38,59
1416,Gal Wallwood,2:2,London Academy,25,Engineering 18,2019-04-01,8,8,8,8,8,8,6,8,59.38,59
1424,Idaline Gadeaux,2:2,London Academy,14,Data 30,2019-04-08,8,1,2,3,4,1,4,4,56.25,56
1424,Idaline Gadeaux,2:2,London Academy,14,Data 30,2019-04-08,8,2,6,5,2,2,1,2,56.25,56
1424,Idaline Gadeaux,2:2,London Academy,14,Data 30,2019-04-08,8,3,2,5,2,3,3,1,56.25,56
1424,Idaline Gadeaux,2:2,London Academy,14,Data 30,2019-04-08,8,4,3,3,6,8,8,3,56.25,56
1424,Idaline Gadeaux,2:2,London Academy,14,Data 30,2019-04-08,8,5,6,4,8,6,4,6,56.25,56
1424,Idaline Gadeaux,2:2,London Academy,14,Data 30,2019-04-08,8,6,6,4,7,4,4,1,56.25,56
1424,Idaline Gadeaux,2:2,London Academy,14,Data 30,2019-04-08,8,7,5,8,6,5,6,4,56.25,56
1424,Idaline Gadeaux,2:2,London Academy,14,Data 30,2019-04-08,8,8,8,7,8,8,8,7,56.25,56
1426,Adolph Andreia,1st,London Academy,2,Business 21,2019-03-18,8,1,3,3,7,1,6,4,71.88,56
1426,Adolph Andreia,1st,London Academy,2,Business 21,2019-03-18,8,2,3,4,4,1,3,2,71.88,56
1426,Adolph Andreia,1st,London Academy,2,Business 21,2019-03-18,8,3,3,2,2,1,2,2,71.88,56
1426,Adolph Andreia,1st,London Academy,2,Business 21,2019-03-18,8,4,2,4,3,6,8,8,71.88,56
1426,Adolph Andreia,1st,London Academy,2,Business 21,2019-03-18,8,5,4,6,4,5,3,7,71.88,56
1426,Adolph Andreia,1st,London Academy,2,Business 21,2019-03-18,8,6,8,3,7,7,3,8,71.88,56
1426,Adolph Andreia,1st,London Academy,2,Business 21,2019-03-18,8,7,8,8,2,6,8,5,71.88,56
1426,Adolph Andreia,1st,London Academy,2,Business 21,2019-03-18,8,8,8,8,8,8,8,8,71.88,56
1455,Bobbye Hains,1st,London Academy,2,Business 21,2019-03-18,8,1,3,4,4,1,1,5,75,51
1455,Bobbye Hains,1st,London Academy,2,Business 21,2019-03-18,8,2,3,2,1,3,3,3,75,51
1455,Bobbye Hains,1st,London Academy,2,Business 21,2019-03-18,8,3,4,2,2,2,2,4,75,51
1455,Bobbye Hains,1st,London Academy,2,Business 21,2019-03-18,8,4,5,8,6,8,5,4,75,51
1455,Bobbye Hains,1st,London Academy,2,Business 21,2019-03-18,8,5,4,5,7,8,3,6,75,51
1455,Bobbye Hains,1st,London Academy,2,Business 21,2019-03-18,8,6,8,5,5,8,7,8,75,51
1455,Bobbye Hains,1st,London Academy,2,Business 21,2019-03-18,8,7,7,6,8,8,7,7,75,51
1455,Bobbye Hains,1st,London Academy,2,Business 21,2019-03-18,8,8,8,8,7,4,6,8,75,51
1458,Thorpe Pettett,2:2,Birmingham Academy,2,Business 21,2019-03-18,8,1,6,1,4,4,2,1,56.25,50
1458,Thorpe Pettett,2:2,Birmingham Academy,2,Business 21,2019-03-18,8,2,7,1,6,3,4,3,56.25,50
1458,Thorpe Pettett,2:2,Birmingham Academy,2,Business 21,2019-03-18,8,3,2,3,3,1,3,3,56.25,50
1458,Thorpe Pettett,2:2,Birmingham Academy,2,Business 21,2019-03-18,8,4,7,6,8,8,7,8,56.25,50
1458,Thorpe Pettett,2:2,Birmingham Academy,2,Business 21,2019-03-18,8,5,8,6,6,8,5,3,56.25,50
1458,Thorpe Pettett,2:2,Birmingham Academy,2,Business 21,2019-03-18,8,6,6,7,2,4,2,7,56.25,50
1458,Thorpe Pettett,2:2,Birmingham Academy,2,Business 21,2019-03-18,8,7,8,8,8,7,8,8,56.25,50
1458,Thorpe Pettett,2:2,Birmingham Academy,2,Business 21,2019-03-18,8,8,8,8,8,8,5,8,56.25,50
1459,Llywellyn Hoggins,2:1,Birmingham Academy,2,Business 21,2019-03-18,8,3,4,2,1,1,2,1,68.75,62
1459,Llywellyn Hoggins,2:1,Birmingham Academy,2,Business 21,2019-03-18,8,4,NULL,NULL,NULL,NULL,NULL,NULL,68.75,62
1459,Llywellyn Hoggins,2:1,Birmingham Academy,2,Business 21,2019-03-18,8,5,NULL,NULL,NULL,NULL,NULL,NULL,68.75,62
1459,Llywellyn Hoggins,2:1,Birmingham Academy,2,Business 21,2019-03-18,8,6,NULL,NULL,NULL,NULL,NULL,NULL,68.75,62
1459,Llywellyn Hoggins,2:1,Birmingham Academy,2,Business 21,2019-03-18,8,7,NULL,NULL,NULL,NULL,NULL,NULL,68.75,62
1459,Llywellyn Hoggins,2:1,Birmingham Academy,2,Business 21,2019-03-18,8,8,NULL,NULL,NULL,NULL,NULL,NULL,68.75,62
1459,Llywellyn Hoggins,2:1,Birmingham Academy,2,Business 21,2019-03-18,8,1,1,3,2,2,3,3,68.75,62
1459,Llywellyn Hoggins,2:1,Birmingham Academy,2,Business 21,2019-03-18,8,2,4,2,2,4,3,2,68.75,62
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,1,3,1,1,3,4,5,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,2,2,4,6,1,2,2,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,3,4,5,3,6,3,3,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,4,2,5,4,7,7,4,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,5,5,8,8,8,7,4,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,6,8,5,7,8,5,6,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,7,7,8,8,8,8,8,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,8,4,8,8,8,8,8,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,9,8,8,8,5,8,8,68.75,67
1467,Caryn Adriaan,2:2,London Academy,24,Engineering 17,2019-02-18,10,10,8,7,8,8,8,8,68.75,67
1475,Jard Antonowicz,2:2,London Academy,14,Data 30,2019-04-08,8,1,1,5,5,3,2,3,62.5,52
1475,Jard Antonowicz,2:2,London Academy,14,Data 30,2019-04-08,8,2,2,3,4,2,1,3,62.5,52
1475,Jard Antonowicz,2:2,London Academy,14,Data 30,2019-04-08,8,3,1,3,4,2,2,5,62.5,52
1475,Jard Antonowicz,2:2,London Academy,14,Data 30,2019-04-08,8,4,8,5,7,1,4,5,62.5,52
1475,Jard Antonowicz,2:2,London Academy,14,Data 30,2019-04-08,8,5,6,6,8,8,5,7,62.5,52
1475,Jard Antonowicz,2:2,London Academy,14,Data 30,2019-04-08,8,6,4,3,4,7,5,8,62.5,52
1475,Jard Antonowicz,2:2,London Academy,14,Data 30,2019-04-08,8,7,8,8,7,7,6,8,62.5,52
1475,Jard Antonowicz,2:2,London Academy,14,Data 30,2019-04-08,8,8,5,8,8,8,8,8,62.5,52
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,1,6,3,4,7,3,3,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,2,2,2,1,2,3,1,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,3,NULL,NULL,NULL,NULL,NULL,NULL,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,4,NULL,NULL,NULL,NULL,NULL,NULL,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,5,NULL,NULL,NULL,NULL,NULL,NULL,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,6,NULL,NULL,NULL,NULL,NULL,NULL,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,7,NULL,NULL,NULL,NULL,NULL,NULL,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,8,NULL,NULL,NULL,NULL,NULL,NULL,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,9,NULL,NULL,NULL,NULL,NULL,NULL,65.63,55
1493,Windham Biagi,2:2,London Academy,24,Engineering 17,2019-02-18,10,10,NULL,NULL,NULL,NULL,NULL,NULL,65.63,55
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,1,4,4,3,3,1,4,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,2,1,1,4,5,4,4,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,3,1,3,3,5,2,3,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,4,5,8,4,2,5,6,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,5,6,5,5,8,5,5,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,6,8,8,5,7,3,6,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,7,8,8,8,8,8,8,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,8,8,8,8,8,5,7,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,9,8,8,8,7,8,5,62.5,54
1548,Rodrick Henworth,2:1,Birmingham Academy,24,Engineering 17,2019-02-18,10,10,8,8,8,8,8,8,62.5,54
1573,Yolanda Fosse,1st,London Academy,1,Business 20,2019-02-11,8,1,2,1,2,3,3,3,62.5,61
1573,Yolanda Fosse,1st,London Academy,1,Business 20,2019-02-11,8,2,4,2,1,3,3,7,62.5,61
1573,Yolanda Fosse,1st,London Academy,1,Business 20,2019-02-11,8,3,3,5,3,1,3,3,62.5,61
1573,Yolanda Fosse,1st,London Academy,1,Business 20,2019-02-11,8,4,2,8,1,8,5,5,62.5,61
1573,Yolanda Fosse,1st,London Academy,1,Business 20,2019-02-11,8,5,2,1,8,5,6,5,62.5,61
1573,Yolanda Fosse,1st,London Academy,1,Business 20,2019-02-11,8,6,7,6,5,7,8,2,62.5,61
1573,Yolanda Fosse,1st,London Academy,1,Business 20,2019-02-11,8,7,8,6,8,7,8,8,62.5,61
1573,Yolanda Fosse,1st,London Academy,1,Business 20,2019-02-11,8,8,8,8,7,8,7,5,62.5,61
1592,Teddy Ham,3rd,Birmingham Academy,12,Data 28,2019-02-18,8,1,4,4,2,1,4,1,78.13,59
1592,Teddy Ham,3rd,Birmingham Academy,12,Data 28,2019-02-18,8,2,4,4,5,3,4,2,78.13,59
1592,Teddy Ham,3rd,Birmingham Academy,12,Data 28,2019-02-18,8,3,3,3,3,4,4,8,78.13,59
1592,Teddy Ham,3rd,Birmingham Academy,12,Data 28,2019-02-18,8,4,5,2,5,3,3,7,78.13,59
1592,Teddy Ham,3rd,Birmingham Academy,12,Data 28,2019-02-18,8,5,5,6,4,8,1,8,78.13,59
1592,Teddy Ham,3rd,Birmingham Academy,12,Data 28,2019-02-18,8,6,4,6,6,2,6,7,78.13,59
1592,Teddy Ham,3rd,Birmingham Academy,12,Data 28,2019-02-18,8,7,8,7,8,8,7,5,78.13,59
1592,Teddy Ham,3rd,Birmingham Academy,12,Data 28,2019-02-18,8,8,8,7,8,8,8,8,78.13,59
1608,Jacki Pinkstone,2:2,London Academy,12,Data 28,2019-02-18,8,1,2,1,2,2,4,2,65.63,51
1608,Jacki Pinkstone,2:2,London Academy,12,Data 28,2019-02-18,8,2,4,1,4,3,2,1,65.63,51
1608,Jacki Pinkstone,2:2,London Academy,12,Data 28,2019-02-18,8,3,2,2,3,3,5,3,65.63,51
1608,Jacki Pinkstone,2:2,London Academy,12,Data 28,2019-02-18,8,4,4,3,6,8,5,3,65.63,51
1608,Jacki Pinkstone,2:2,London Academy,12,Data 28,2019-02-18,8,5,3,1,5,5,7,5,65.63,51
1608,Jacki Pinkstone,2:2,London Academy,12,Data 28,2019-02-18,8,6,5,6,3,4,8,4,65.63,51
1608,Jacki Pinkstone,2:2,London Academy,12,Data 28,2019-02-18,8,7,6,8,8,8,5,8,65.63,51
1608,Jacki Pinkstone,2:2,London Academy,12,Data 28,2019-02-18,8,8,7,8,8,8,8,5,65.63,51
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,1,2,1,3,2,4,3,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,2,3,1,2,5,2,4,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,3,4,1,2,4,4,7,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,4,3,8,2,6,8,4,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,5,8,7,8,5,6,7,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,6,5,2,8,8,5,8,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,7,8,8,8,8,4,8,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,8,8,6,6,2,8,8,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,9,8,8,8,8,8,7,68.75,53
1615,Austin Brister,1st,London Academy,24,Engineering 17,2019-02-18,10,10,8,8,8,8,8,8,68.75,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,9,8,7,7,7,8,8,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,10,8,8,8,8,7,8,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,3,4,4,2,2,2,2,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,4,4,4,4,7,4,4,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,5,8,5,4,8,8,1,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,6,6,5,4,5,7,6,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,7,8,8,5,7,8,8,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,8,6,2,6,8,8,8,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,1,3,5,4,5,2,1,65.63,53
1635,Thornton Thuillier,2:1,London Academy,24,Engineering 17,2019-02-18,10,2,1,2,1,3,1,5,65.63,53
1661,Lynnett Swin,2:2,London Academy,1,Business 20,2019-02-11,8,1,2,2,4,5,1,2,71.88,58
1661,Lynnett Swin,2:2,London Academy,1,Business 20,2019-02-11,8,2,3,2,5,3,1,1,71.88,58
1661,Lynnett Swin,2:2,London Academy,1,Business 20,2019-02-11,8,3,3,2,3,4,4,2,71.88,58
1661,Lynnett Swin,2:2,London Academy,1,Business 20,2019-02-11,8,4,8,6,8,2,4,8,71.88,58
1661,Lynnett Swin,2:2,London Academy,1,Business 20,2019-02-11,8,5,6,2,8,8,8,5,71.88,58
1661,Lynnett Swin,2:2,London Academy,1,Business 20,2019-02-11,8,6,7,5,5,5,5,8,71.88,58
1661,Lynnett Swin,2:2,London Academy,1,Business 20,2019-02-11,8,7,8,7,7,8,8,8,71.88,58
1661,Lynnett Swin,2:2,London Academy,1,Business 20,2019-02-11,8,8,8,7,8,8,8,8,71.88,58
1663,Gustaf Lude,3rd,London Academy,1,Business 20,2019-02-11,8,1,6,4,1,1,2,3,62.5,51
1663,Gustaf Lude,3rd,London Academy,1,Business 20,2019-02-11,8,2,1,1,1,2,1,6,62.5,51
1663,Gustaf Lude,3rd,London Academy,1,Business 20,2019-02-11,8,3,6,2,2,3,3,2,62.5,51
1663,Gustaf Lude,3rd,London Academy,1,Business 20,2019-02-11,8,4,5,1,3,7,6,2,62.5,51
1663,Gustaf Lude,3rd,London Academy,1,Business 20,2019-02-11,8,5,6,8,4,8,1,8,62.5,51
1663,Gustaf Lude,3rd,London Academy,1,Business 20,2019-02-11,8,6,7,3,5,8,8,7,62.5,51
1663,Gustaf Lude,3rd,London Academy,1,Business 20,2019-02-11,8,7,8,5,8,8,8,6,62.5,51
1663,Gustaf Lude,3rd,London Academy,1,Business 20,2019-02-11,8,8,8,7,8,8,7,8,62.5,51
1676,Sigrid Veitch,2:2,London Academy,24,Engineering 17,2019-02-18,10,1,4,4,3,6,2,2,62.5,57
1676,Sigrid Veitch,2:2,London Academy,24,Engineering 17,2019-02-18,10,2,4,1,3,4,1,1,62.5,57
1676,Sigrid Veitch,2:2,London Academy,24,Engineering 17,2019-02-18,10,3,2,1,1,4,3,1,62.5,57
1676,Sigrid Veitch,2:2,London Academy,24,Engineering 17,2019-02-18,10,4,6,3,7,7,4,2,62.5,57
1676,Sigrid Veitch,2:2,London Academy,24,Engineering 17,2019-02-18,10,5,2,5,8,4,6,5,62.5,57
1676,Sigrid Veitch,2:2,London Academy,24,Engineering 17,2019-02-18,10,6,4,5,7,8,8,4,62.5,57
1676,Sigrid Veitch,2:2,London Academy,24,Engineering 17,2019-02-18,10,7,8,3,8,7,8,7,62.5,57
