staff_id,staff_name,result,location,course_interest,presentation_pct,psychometrics_pct
8,Rupert Ripple,1,London Academy,Business,56.25,57
7,Sunny Sladefield,1,Birmingham Academy,Data,75,64
2,Doris Bellasis,1,London Academy,Data,78.13,53
8,Rupert Ripple,1,London Academy,Business,62.5,61
7,Sunny Sladefield,1,London Academy,Data,50,63
1,Bruno Bellbrook,0,Birmingham Academy,Engineering,62.5,54
3,Gismo Tilling,NULL,London Academy,NULL,50,42
1,Bruno Bellbrook,0,London Academy,Business,53.13,53
3,Gismo Tilling,NULL,Birmingham Academy,NULL,40.63,50
7,Sunny Sladefield,1,London Academy,Business,71.88,52
5,Stacey Broad,0,Birmingham Academy,Engineering,71.88,53
7,Sunny Sladefield,1,London Academy,Business,59.38,50
1,Bruno Bellbrook,1,London Academy,Business,50,60
5,Stacey Broad,0,London Academy,Business,71.88,51
3,Gismo Tilling,1,London Academy,Engineering,81.25,55
5,Stacey Broad,1,London Academy,Engineering,59.38,64
8,Rupert Ripple,0,London Academy,Business,62.5,56
2,Doris Bellasis,0,Birmingham Academy,Business,71.88,53
3,Gismo Tilling,NULL,London Academy,NULL,71.88,46
6,Fifi Eton,1,Birmingham Academy,Business,56.25,60
8,Rupert Ripple,1,London Academy,Engineering,62.5,56
8,Rupert Ripple,1,London Academy,Business,65.63,61
1,Bruno Bellbrook,1,London Academy,Engineering,59.38,56
8,Rupert Ripple,NULL,Birmingham Academy,NULL,68.75,45
7,Sunny Sladefield,1,London Academy,Engineering,62.5,50
3,Gismo Tilling,1,London Academy,Data,56.25,58
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,78.13,45
6,Fifi Eton,1,London Academy,Engineering,56.25,57
5,Stacey Broad,0,London Academy,Business,68.75,54
2,Doris Bellasis,NULL,London Academy,NULL,62.5,44
8,Rupert Ripple,0,London Academy,Engineering,46.88,54
2,Doris Bellasis,0,London Academy,Engineering,56.25,54
7,Sunny Sladefield,NULL,London Academy,NULL,37.5,49
2,Doris Bellasis,NULL,Birmingham Academy,NULL,59.38,48
7,Sunny Sladefield,1,Birmingham Academy,Engineering,56.25,58
2,Doris Bellasis,1,London Academy,Engineering,56.25,51
1,Bruno Bellbrook,1,Birmingham Academy,Engineering,53.13,62
6,Fifi Eton,0,London Academy,Data,59.38,57
2,Doris Bellasis,1,London Academy,Business,68.75,53
8,Rupert Ripple,0,Birmingham Academy,Data,71.88,63
8,Rupert Ripple,1,London Academy,Engineering,53.13,53
5,Stacey Broad,1,London Academy,Business,53.13,54
6,Fifi Eton,0,Birmingham Academy,Engineering,90.63,53
7,Sunny Sladefield,1,London Academy,Business,53.13,60
3,Gismo Tilling,NULL,London Academy,NULL,40.63,60
2,Doris Bellasis,0,London Academy,Engineering,65.63,59
5,Stacey Broad,0,Birmingham Academy,Data,71.88,59
7,Sunny Sladefield,NULL,London Academy,NULL,65.63,47
7,Sunny Sladefield,1,London Academy,Business,65.63,58
6,Fifi Eton,0,London Academy,Data,71.88,51
5,Stacey Broad,1,London Academy,Business,53.13,57
6,Fifi Eton,1,Birmingham Academy,Data,62.5,59
5,Stacey Broad,0,London Academy,Engineering,71.88,52
5,Stacey Broad,NULL,London Academy,NULL,62.5,47
6,Fifi Eton,1,London Academy,Business,65.63,53
5,Stacey Broad,1,Birmingham Academy,Business,75,59
5,Stacey Broad,1,London Academy,Business,71.88,55
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,45
3,Gismo Tilling,1,London Academy,Engineering,71.88,59
2,Doris Bellasis,NULL,London Academy,NULL,71.88,33
5,Stacey Broad,NULL,Birmingham Academy,NULL,75,38
1,Bruno Bellbrook,0,London Academy,Engineering,71.88,63
3,Gismo Tilling,0,Birmingham Academy,Data,59.38,54
8,Rupert Ripple,NULL,London Academy,NULL,56.25,46
1,Bruno Bellbrook,0,London Academy,Business,50,56
8,Rupert Ripple,0,London Academy,Business,71.88,57
5,Stacey Broad,1,London Academy,Engineering,65.63,52
5,Stacey Broad,1,London Academy,Engineering,62.5,50
6,Fifi Eton,0,London Academy,Data,50,61
6,Fifi Eton,NULL,London Academy,NULL,62.5,47
8,Rupert Ripple,1,London Academy,Engineering,81.25,52
7,Sunny Sladefield,NULL,London Academy,NULL,43.75,55
2,Doris Bellasis,0,London Academy,Business,59.38,58
8,Rupert Ripple,1,Birmingham Academy,Data,68.75,69
3,Gismo Tilling,NULL,London Academy,NULL,78.13,40
8,Rupert Ripple,1,Birmingham Academy,Business,78.13,54
3,Gismo Tilling,0,London Academy,Data,59.38,57
1,Bruno Bellbrook,1,Birmingham Academy,Data,62.5,60
7,Sunny Sladefield,1,Birmingham Academy,Business,71.88,67
1,Bruno Bellbrook,1,London Academy,Data,71.88,63
7,Sunny Sladefield,1,London Academy,Data,68.75,50
5,Stacey Broad,1,London Academy,Data,56.25,68
8,Rupert Ripple,1,London Academy,Business,53.13,59
5,Stacey Broad,1,Birmingham Academy,Data,56.25,64
3,Gismo Tilling,NULL,London Academy,NULL,43.75,55
8,Rupert Ripple,1,London Academy,Data,59.38,53
6,Fifi Eton,1,London Academy,Engineering,59.38,71
8,Rupert Ripple,1,London Academy,Engineering,75,53
5,Stacey Broad,1,London Academy,Engineering,56.25,56
6,Fifi Eton,0,London Academy,Business,78.13,60
6,Fifi Eton,NULL,Birmingham Academy,NULL,50,48
3,Gismo Tilling,NULL,London Academy,NULL,62.5,49
2,Doris Bellasis,1,London Academy,Data,71.88,53
5,Stacey Broad,1,Birmingham Academy,Data,53.13,62
3,Gismo Tilling,1,London Academy,Business,62.5,54
7,Sunny Sladefield,0,London Academy,Data,53.13,57
6,Fifi Eton,NULL,Birmingham Academy,NULL,43.75,49
3,Gismo Tilling,NULL,London Academy,NULL,53.13,46
5,Stacey Broad,1,London Academy,Engineering,62.5,59
5,Stacey Broad,NULL,London Academy,NULL,56.25,48
2,Doris Bellasis,1,London Academy,Data,71.88,61
6,Fifi Eton,1,Birmingham Academy,Engineering,65.63,59
1,Bruno Bellbrook,0,London Academy,Business,71.88,52
8,Rupert Ripple,0,London Academy,Data,53.13,55
6,Fifi Eton,NULL,London Academy,NULL,56.25,49
8,Rupert Ripple,NULL,London Academy,NULL,46.88,47
5,Stacey Broad,NULL,London Academy,NULL,56.25,49
5,Stacey Broad,1,London Academy,Engineering,71.88,60
5,Stacey Broad,0,Birmingham Academy,Business,62.5,55
5,Stacey Broad,0,London Academy,Data,68.75,65
2,Doris Bellasis,0,London Academy,Engineering,56.25,65
6,Fifi Eton,1,London Academy,Business,56.25,64
6,Fifi Eton,NULL,London Academy,NULL,84.38,48
7,Sunny Sladefield,1,Birmingham Academy,Business,50,64
2,Doris Bellasis,NULL,London Academy,NULL,53.13,48
6,Fifi Eton,0,London Academy,Engineering,46.88,59
6,Fifi Eton,1,London Academy,Data,50,52
1,Bruno Bellbrook,1,London Academy,Data,68.75,51
3,Gismo Tilling,0,London Academy,Engineering,71.88,53
2,Doris Bellasis,1,London Academy,Data,53.13,65
2,Doris Bellasis,1,Birmingham Academy,Business,75,65
8,Rupert Ripple,0,London Academy,Business,65.63,50
3,Gismo Tilling,0,Birmingham Academy,Engineering,46.88,65
7,Sunny Sladefield,NULL,London Academy,NULL,53.13,47
3,Gismo Tilling,NULL,London Academy,NULL,56.25,49
7,Sunny Sladefield,1,London Academy,Data,68.75,66
1,Bruno Bellbrook,0,Birmingham Academy,Engineering,56.25,64
8,Rupert Ripple,NULL,Birmingham Academy,NULL,40.63,61
6,Fifi Eton,1,Birmingham Academy,Data,56.25,73
3,Gismo Tilling,1,London Academy,Business,75,60
1,Bruno Bellbrook,1,London Academy,Business,62.5,60
8,Rupert Ripple,1,London Academy,Data,46.88,58
3,Gismo Tilling,NULL,London Academy,NULL,65.63,47
3,Gismo Tilling,NULL,Birmingham Academy,NULL,68.75,47
3,Gismo Tilling,0,London Academy,Engineering,56.25,61
3,Gismo Tilling,0,Birmingham Academy,Data,68.75,60
8,Rupert Ripple,1,London Academy,Engineering,59.38,54
1,Bruno Bellbrook,0,London Academy,Data,62.5,51
7,Sunny Sladefield,1,London Academy,Business,68.75,68
5,Stacey Broad,0,London Academy,Data,75,59
6,Fifi Eton,1,London Academy,Business,59.38,53
5,Stacey Broad,1,London Academy,Business,68.75,57
1,Bruno Bellbrook,0,London Academy,Data,62.5,65
5,Stacey Broad,0,London Academy,Data,53.13,50
5,Stacey Broad,1,London Academy,Data,59.38,54
1,Bruno Bellbrook,NULL,London Academy,NULL,62.5,47
3,Gismo Tilling,1,London Academy,Data,53.13,56
7,Sunny Sladefield,1,Birmingham Academy,Data,75,60
6,Fifi Eton,1,London Academy,Data,84.38,60
3,Gismo Tilling,1,London Academy,Engineering,56.25,59
5,Stacey Broad,1,Birmingham Academy,Engineering,75,51
5,Stacey Broad,1,London Academy,Data,71.88,53
1,Bruno Bellbrook,1,Birmingham Academy,Data,62.5,63
3,Gismo Tilling,1,Birmingham Academy,Business,53.13,67
7,Sunny Sladefield,NULL,London Academy,NULL,40.63,61
8,Rupert Ripple,1,London Academy,Engineering,56.25,67
7,Sunny Sladefield,NULL,London Academy,NULL,59.38,42
5,Stacey Broad,NULL,London Academy,NULL,46.88,49
8,Rupert Ripple,1,London Academy,Engineering,71.88,59
7,Sunny Sladefield,1,London Academy,Data,59.38,67
2,Doris Bellasis,1,London Academy,Business,65.63,64
8,Rupert Ripple,0,London Academy,Data,71.88,57
2,Doris Bellasis,NULL,London Academy,NULL,71.88,41
8,Rupert Ripple,1,Birmingham Academy,Engineering,71.88,54
2,Doris Bellasis,1,London Academy,Engineering,75,54
3,Gismo Tilling,1,London Academy,Engineering,71.88,59
8,Rupert Ripple,1,London Academy,Engineering,50,68
1,Bruno Bellbrook,1,London Academy,Business,71.88,62
5,Stacey Broad,1,London Academy,Business,62.5,53
1,Bruno Bellbrook,1,London Academy,Business,68.75,53
2,Doris Bellasis,1,Birmingham Academy,Data,62.5,52
8,Rupert Ripple,NULL,London Academy,NULL,65.63,48
3,Gismo Tilling,NULL,London Academy,NULL,46.88,47
8,Rupert Ripple,1,London Academy,Business,84.38,57
6,Fifi Eton,0,London Academy,Engineering,87.5,60
5,Stacey Broad,NULL,London Academy,NULL,65.63,48
3,Gismo Tilling,1,London Academy,Engineering,75,75
7,Sunny Sladefield,1,London Academy,Data,50,68
5,Stacey Broad,NULL,Birmingham Academy,NULL,40.63,53
5,Stacey Broad,1,London Academy,Data,65.63,53
6,Fifi Eton,0,London Academy,Data,62.5,61
7,Sunny Sladefield,1,Birmingham Academy,Data,62.5,60
7,Sunny Sladefield,0,Birmingham Academy,Data,46.88,61
5,Stacey Broad,0,London Academy,Data,56.25,52
2,Doris Bellasis,0,Birmingham Academy,Engineering,71.88,51
5,Stacey Broad,0,London Academy,Engineering,68.75,55
7,Sunny Sladefield,1,London Academy,Data,68.75,68
5,Stacey Broad,1,London Academy,Data,46.88,51
3,Gismo Tilling,1,London Academy,Data,56.25,60
3,Gismo Tilling,0,London Academy,Data,56.25,63
6,Fifi Eton,0,London Academy,Data,62.5,55
8,Rupert Ripple,1,Birmingham Academy,Data,68.75,64
8,Rupert Ripple,NULL,Birmingham Academy,NULL,59.38,45
7,Sunny Sladefield,0,London Academy,Engineering,71.88,58
8,Rupert Ripple,0,London Academy,Data,78.13,60
5,Stacey Broad,1,Birmingham Academy,Business,62.5,65
7,Sunny Sladefield,1,London Academy,Data,78.13,63
1,Bruno Bellbrook,1,London Academy,Engineering,53.13,61
7,Sunny Sladefield,0,London Academy,Data,59.38,59
8,Rupert Ripple,1,Birmingham Academy,Engineering,78.13,54
6,Fifi Eton,1,Birmingham Academy,Data,65.63,59
8,Rupert Ripple,1,London Academy,Engineering,62.5,55
8,Rupert Ripple,NULL,London Academy,NULL,84.38,41
5,Stacey Broad,1,London Academy,Engineering,62.5,55
5,Stacey Broad,NULL,London Academy,NULL,75,47
5,Stacey Broad,1,London Academy,Engineering,78.13,60
6,Fifi Eton,NULL,London Academy,NULL,59.38,47
1,Bruno Bellbrook,NULL,London Academy,NULL,43.75,62
2,Doris Bellasis,NULL,London Academy,NULL,46.88,46
3,Gismo Tilling,0,London Academy,Engineering,68.75,69
8,Rupert Ripple,NULL,London Academy,NULL,40.63,52
7,Sunny Sladefield,NULL,London Academy,NULL,62.5,48
6,Fifi Eton,1,London Academy,Data,71.88,51
1,Bruno Bellbrook,0,Birmingham Academy,Business,65.63,64
3,Gismo Tilling,NULL,Birmingham Academy,NULL,56.25,47
6,Fifi Eton,1,London Academy,Data,53.13,50
8,Rupert Ripple,0,Birmingham Academy,Business,78.13,57
7,Sunny Sladefield,0,London Academy,Data,56.25,60
5,Stacey Broad,1,London Academy,Data,71.88,53
6,Fifi Eton,0,Birmingham Academy,Business,46.88,60
5,Stacey Broad,0,London Academy,Engineering,59.38,63
5,Stacey Broad,1,Birmingham Academy,Business,53.13,55
2,Doris Bellasis,NULL,London Academy,NULL,43.75,44
1,Bruno Bellbrook,NULL,London Academy,NULL,31.25,52
5,Stacey Broad,1,London Academy,Data,62.5,50
7,Sunny Sladefield,1,Birmingham Academy,Data,68.75,61
3,Gismo Tilling,0,Birmingham Academy,Data,68.75,72
5,Stacey Broad,0,Birmingham Academy,Engineering,68.75,62
7,Sunny Sladefield,1,London Academy,Engineering,50,57
6,Fifi Eton,1,London Academy,Business,62.5,53
5,Stacey Broad,NULL,London Academy,NULL,34.38,49
1,Bruno Bellbrook,1,Birmingham Academy,Data,50,50
3,Gismo Tilling,0,London Academy,Engineering,62.5,52
2,Doris Bellasis,0,London Academy,Engineering,71.88,61
6,Fifi Eton,0,Birmingham Academy,Business,75,54
2,Doris Bellasis,1,Birmingham Academy,Data,59.38,55
8,Rupert Ripple,NULL,Birmingham Academy,NULL,50,39
8,Rupert Ripple,1,London Academy,Business,56.25,51
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,56.25,47
3,Gismo Tilling,1,London Academy,Engineering,71.88,62
6,Fifi Eton,1,London Academy,Engineering,50,54
5,Stacey Broad,1,Birmingham Academy,Business,68.75,50
7,Sunny Sladefield,0,London Academy,Data,81.25,59
3,Gismo Tilling,1,London Academy,Data,62.5,61
8,Rupert Ripple,NULL,London Academy,NULL,43.75,55
1,Bruno Bellbrook,1,London Academy,Data,68.75,55
8,Rupert Ripple,1,London Academy,Data,56.25,66
8,Rupert Ripple,1,Birmingham Academy,Engineering,81.25,51
8,Rupert Ripple,1,London Academy,Engineering,59.38,57
6,Fifi Eton,NULL,Birmingham Academy,NULL,68.75,49
1,Bruno Bellbrook,1,London Academy,Engineering,62.5,63
8,Rupert Ripple,0,London Academy,Data,53.13,54
8,Rupert Ripple,1,London Academy,Data,62.5,50
1,Bruno Bellbrook,NULL,London Academy,NULL,68.75,45
3,Gismo Tilling,NULL,London Academy,NULL,62.5,45
6,Fifi Eton,1,London Academy,Engineering,56.25,61
5,Stacey Broad,1,Birmingham Academy,Data,62.5,65
8,Rupert Ripple,1,London Academy,Data,65.63,60
8,Rupert Ripple,0,London Academy,Engineering,71.88,52
2,Doris Bellasis,1,Birmingham Academy,Data,81.25,57
2,Doris Bellasis,1,London Academy,Data,65.63,53
7,Sunny Sladefield,1,London Academy,Business,50,62
7,Sunny Sladefield,1,London Academy,Engineering,78.13,57
2,Doris Bellasis,1,London Academy,Business,62.5,56
5,Stacey Broad,0,London Academy,Data,56.25,54
2,Doris Bellasis,1,London Academy,Business,50,55
5,Stacey Broad,0,London Academy,Business,71.88,60
5,Stacey Broad,1,Birmingham Academy,Engineering,71.88,61
7,Sunny Sladefield,1,London Academy,Data,62.5,69
3,Gismo Tilling,0,London Academy,Data,59.38,50
6,Fifi Eton,0,London Academy,Business,53.13,51
3,Gismo Tilling,NULL,Birmingham Academy,NULL,65.63,49
7,Sunny Sladefield,0,Birmingham Academy,Engineering,75,51
3,Gismo Tilling,0,London Academy,Data,59.38,57
5,Stacey Broad,1,London Academy,Engineering,59.38,59
3,Gismo Tilling,1,Birmingham Academy,Engineering,53.13,52
6,Fifi Eton,NULL,Birmingham Academy,NULL,65.63,49
3,Gismo Tilling,1,Birmingham Academy,Engineering,56.25,58
1,Bruno Bellbrook,NULL,London Academy,NULL,50,43
5,Stacey Broad,1,London Academy,Data,56.25,56
6,Fifi Eton,1,Birmingham Academy,Business,62.5,56
1,Bruno Bellbrook,1,London Academy,Business,71.88,56
5,Stacey Broad,1,Birmingham Academy,Data,71.88,64
5,Stacey Broad,NULL,London Academy,NULL,62.5,40
1,Bruno Bellbrook,1,Birmingham Academy,Data,71.88,53
3,Gismo Tilling,0,London Academy,Data,65.63,53
7,Sunny Sladefield,1,London Academy,Business,81.25,52
8,Rupert Ripple,1,London Academy,Data,59.38,54
5,Stacey Broad,NULL,Birmingham Academy,NULL,40.63,59
6,Fifi Eton,1,London Academy,Engineering,68.75,53
6,Fifi Eton,NULL,London Academy,NULL,37.5,57
2,Doris Bellasis,1,Birmingham Academy,Data,62.5,57
3,Gismo Tilling,1,Birmingham Academy,Engineering,56.25,62
8,Rupert Ripple,1,London Academy,Data,59.38,61
5,Stacey Broad,NULL,Birmingham Academy,NULL,62.5,48
6,Fifi Eton,0,London Academy,Business,71.88,54
3,Gismo Tilling,0,London Academy,Engineering,50,60
8,Rupert Ripple,0,London Academy,Engineering,62.5,55
8,Rupert Ripple,NULL,London Academy,NULL,40.63,63
8,Rupert Ripple,NULL,Birmingham Academy,NULL,65.63,46
2,Doris Bellasis,NULL,London Academy,NULL,31.25,58
2,Doris Bellasis,NULL,Birmingham Academy,NULL,43.75,44
7,Sunny Sladefield,0,London Academy,Engineering,75,59
6,Fifi Eton,1,London Academy,Business,46.88,53
3,Gismo Tilling,1,London Academy,Business,59.38,68
8,Rupert Ripple,NULL,Birmingham Academy,NULL,71.88,44
3,Gismo Tilling,1,London Academy,Business,81.25,58
3,Gismo Tilling,1,London Academy,Business,75,51
8,Rupert Ripple,NULL,Birmingham Academy,NULL,81.25,45
8,Rupert Ripple,NULL,London Academy,NULL,71.88,46
3,Gismo Tilling,1,Birmingham Academy,Business,56.25,50
6,Fifi Eton,1,Birmingham Academy,Business,68.75,62
3,Gismo Tilling,1,London Academy,Engineering,71.88,67
2,Doris Bellasis,NULL,London Academy,NULL,53.13,44
6,Fifi Eton,1,London Academy,Engineering,71.88,54
6,Fifi Eton,1,Birmingham Academy,Business,56.25,56
2,Doris Bellasis,1,Birmingham Academy,Engineering,65.63,58
1,Bruno Bellbrook,1,Birmingham Academy,Business,65.63,58
7,Sunny Sladefield,1,Birmingham Academy,Data,78.13,61
8,Rupert Ripple,1,London Academy,Engineering,68.75,67
6,Fifi Eton,NULL,Birmingham Academy,NULL,75,48
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,75,49
6,Fifi Eton,1,London Academy,Engineering,62.5,53
6,Fifi Eton,1,Birmingham Academy,Business,59.38,50
6,Fifi Eton,0,Birmingham Academy,Engineering,62.5,61
2,Doris Bellasis,0,Birmingham Academy,Engineering,68.75,53
6,Fifi Eton,1,Birmingham Academy,Engineering,62.5,61
7,Sunny Sladefield,1,London Academy,Data,62.5,52
3,Gismo Tilling,NULL,Birmingham Academy,NULL,68.75,40
3,Gismo Tilling,0,London Academy,Engineering,71.88,57
5,Stacey Broad,0,London Academy,Business,46.88,61
1,Bruno Bellbrook,1,London Academy,Business,46.88,65
2,Doris Bellasis,1,London Academy,Business,65.63,51
6,Fifi Eton,1,London Academy,Business,46.88,65
3,Gismo Tilling,1,Birmingham Academy,Data,56.25,57
8,Rupert Ripple,NULL,Birmingham Academy,NULL,65.63,48
2,Doris Bellasis,1,London Academy,Engineering,62.5,55
3,Gismo Tilling,0,London Academy,Engineering,65.63,52
3,Gismo Tilling,0,Birmingham Academy,Engineering,81.25,57
1,Bruno Bellbrook,1,Birmingham Academy,Engineering,53.13,50
3,Gismo Tilling,1,London Academy,Data,62.5,57
2,Doris Bellasis,1,London Academy,Business,50,52
8,Rupert Ripple,1,Birmingham Academy,Business,59.38,50
6,Fifi Eton,0,Birmingham Academy,Data,75,62
6,Fifi Eton,1,London Academy,Engineering,65.63,55
6,Fifi Eton,NULL,London Academy,NULL,78.13,46
6,Fifi Eton,0,London Academy,Data,78.13,58
8,Rupert Ripple,1,Birmingham Academy,Business,59.38,58
8,Rupert Ripple,NULL,Birmingham Academy,NULL,56.25,49
8,Rupert Ripple,1,London Academy,Data,65.63,52
2,Doris Bellasis,1,London Academy,Engineering,53.13,61
7,Sunny Sladefield,1,London Academy,Data,65.63,56
3,Gismo Tilling,1,Birmingham Academy,Business,59.38,56
1,Bruno Bellbrook,1,London Academy,Engineering,56.25,53
5,Stacey Broad,NULL,Birmingham Academy,NULL,75,38
5,Stacey Broad,NULL,London Academy,NULL,56.25,44
3,Gismo Tilling,0,London Academy,Business,59.38,57
5,Stacey Broad,NULL,London Academy,NULL,59.38,46
3,Gismo Tilling,1,London Academy,Data,50,52
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,53.13,48
8,Rupert Ripple,1,London Academy,Data,65.63,57
6,Fifi Eton,0,Birmingham Academy,Business,56.25,52
1,Bruno Bellbrook,1,London Academy,Business,68.75,54
1,Bruno Bellbrook,1,Birmingham Academy,Business,59.38,70
6,Fifi Eton,0,London Academy,Business,50,57
3,Gismo Tilling,NULL,London Academy,NULL,43.75,52
7,Sunny Sladefield,0,London Academy,Data,65.63,54
3,Gismo Tilling,NULL,London Academy,NULL,75,48
3,Gismo Tilling,1,London Academy,Engineering,62.5,56
8,Rupert Ripple,1,Birmingham Academy,Data,62.5,56
6,Fifi Eton,1,London Academy,Data,56.25,60
8,Rupert Ripple,NULL,Birmingham Academy,NULL,40.63,67
8,Rupert Ripple,NULL,London Academy,NULL,43.75,52
1,Bruno Bellbrook,1,London Academy,Business,81.25,54
8,Rupert Ripple,NULL,London Academy,NULL,50,49
8,Rupert Ripple,1,Birmingham Academy,Engineering,71.88,50
8,Rupert Ripple,NULL,Birmingham Academy,NULL,62.5,47
5,Stacey Broad,1,London Academy,Business,78.13,56
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,37.5,56
2,Doris Bellasis,1,London Academy,Data,56.25,68
8,Rupert Ripple,0,London Academy,Engineering,71.88,61
8,Rupert Ripple,1,London Academy,Engineering,56.25,68
7,Sunny Sladefield,0,London Academy,Engineering,62.5,58
5,Stacey Broad,0,Birmingham Academy,Engineering,56.25,52
5,Stacey Broad,1,London Academy,Engineering,62.5,58
5,Stacey Broad,1,London Academy,Engineering,59.38,56
2,Doris Bellasis,0,London Academy,Business,59.38,51
8,Rupert Ripple,1,London Academy,Business,65.63,55
2,Doris Bellasis,1,London Academy,Engineering,50,58
6,Fifi Eton,1,London Academy,Business,71.88,60
3,Gismo Tilling,0,London Academy,Data,71.88,54
6,Fifi Eton,0,Birmingham Academy,Engineering,53.13,57
2,Doris Bellasis,1,London Academy,Data,56.25,61
8,Rupert Ripple,NULL,London Academy,NULL,59.38,44
5,Stacey Broad,1,London Academy,Engineering,68.75,55
6,Fifi Eton,1,London Academy,Data,68.75,63
1,Bruno Bellbrook,1,Birmingham Academy,Engineering,62.5,54
3,Gismo Tilling,0,London Academy,Business,75,51
5,Stacey Broad,NULL,Birmingham Academy,NULL,65.63,43
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,40.63,60
3,Gismo Tilling,1,Birmingham Academy,Business,50,50
8,Rupert Ripple,NULL,London Academy,NULL,56.25,46
5,Stacey Broad,NULL,London Academy,NULL,78.13,47
6,Fifi Eton,0,Birmingham Academy,Business,59.38,59
2,Doris Bellasis,0,London Academy,Data,68.75,60
5,Stacey Broad,1,Birmingham Academy,Data,46.88,64
1,Bruno Bellbrook,1,Birmingham Academy,Data,56.25,62
2,Doris Bellasis,NULL,London Academy,NULL,43.75,50
7,Sunny Sladefield,0,Birmingham Academy,Business,68.75,51
3,Gismo Tilling,NULL,London Academy,NULL,34.38,48
6,Fifi Eton,NULL,Birmingham Academy,NULL,68.75,49
7,Sunny Sladefield,0,London Academy,Business,46.88,52
3,Gismo Tilling,1,London Academy,Business,84.38,53
1,Bruno Bellbrook,1,Birmingham Academy,Engineering,81.25,57
8,Rupert Ripple,0,London Academy,Business,65.63,60
3,Gismo Tilling,0,Birmingham Academy,Data,62.5,66
1,Bruno Bellbrook,1,London Academy,Business,65.63,67
8,Rupert Ripple,NULL,Birmingham Academy,NULL,68.75,48
1,Bruno Bellbrook,1,London Academy,Business,62.5,61
7,Sunny Sladefield,0,Birmingham Academy,Business,75,54
8,Rupert Ripple,1,London Academy,Business,75,56
7,Sunny Sladefield,NULL,London Academy,NULL,50,48
8,Rupert Ripple,1,London Academy,Business,50,53
2,Doris Bellasis,1,London Academy,Engineering,50,65
8,Rupert Ripple,1,London Academy,Engineering,81.25,58
6,Fifi Eton,0,London Academy,Engineering,68.75,51
8,Rupert Ripple,NULL,London Academy,NULL,59.38,45
6,Fifi Eton,NULL,Birmingham Academy,NULL,40.63,57
2,Doris Bellasis,0,Birmingham Academy,Data,59.38,53
8,Rupert Ripple,1,Birmingham Academy,Data,78.13,50
2,Doris Bellasis,1,London Academy,Data,75,59
1,Bruno Bellbrook,1,Birmingham Academy,Business,68.75,55
8,Rupert Ripple,NULL,London Academy,NULL,62.5,42
8,Rupert Ripple,NULL,London Academy,NULL,75,49
3,Gismo Tilling,NULL,Birmingham Academy,NULL,68.75,41
1,Bruno Bellbrook,0,Birmingham Academy,Business,75,58
8,Rupert Ripple,1,London Academy,Engineering,75,64
7,Sunny Sladefield,1,Birmingham Academy,Data,78.13,59
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,34.38,52
8,Rupert Ripple,1,Birmingham Academy,Business,56.25,50
1,Bruno Bellbrook,1,London Academy,Data,65.63,52
5,Stacey Broad,1,London Academy,Business,50,67
7,Sunny Sladefield,1,Birmingham Academy,Business,68.75,64
7,Sunny Sladefield,0,London Academy,Data,65.63,63
1,Bruno Bellbrook,1,Birmingham Academy,Data,68.75,51
8,Rupert Ripple,0,London Academy,Data,59.38,56
7,Sunny Sladefield,1,Birmingham Academy,Engineering,75,52
2,Doris Bellasis,1,London Academy,Data,62.5,63
3,Gismo Tilling,NULL,Birmingham Academy,NULL,78.13,46
5,Stacey Broad,1,London Academy,Data,65.63,51
6,Fifi Eton,NULL,London Academy,NULL,75,47
7,Sunny Sladefield,1,London Academy,Engineering,53.13,53
6,Fifi Eton,0,London Academy,Data,50,50
1,Bruno Bellbrook,1,London Academy,Business,78.13,65
6,Fifi Eton,0,Birmingham Academy,Data,65.63,69
8,Rupert Ripple,1,London Academy,Engineering,68.75,53
3,Gismo Tilling,NULL,London Academy,NULL,62.5,48
3,Gismo Tilling,1,Birmingham Academy,Engineering,65.63,52
5,Stacey Broad,0,London Academy,Business,62.5,52
2,Doris Bellasis,1,London Academy,Data,46.88,55
6,Fifi Eton,1,London Academy,Business,65.63,55
8,Rupert Ripple,1,London Academy,Engineering,62.5,50
7,Sunny Sladefield,0,London Academy,Business,56.25,57
8,Rupert Ripple,NULL,London Academy,NULL,62.5,47
5,Stacey Broad,0,London Academy,Business,62.5,59
6,Fifi Eton,0,Birmingham Academy,Business,71.88,56
5,Stacey Broad,0,Birmingham Academy,Data,75,62
8,Rupert Ripple,1,London Academy,Engineering,65.63,53
8,Rupert Ripple,NULL,Birmingham Academy,NULL,53.13,49
7,Sunny Sladefield,0,London Academy,Data,56.25,51
3,Gismo Tilling,0,London Academy,Business,62.5,53
3,Gismo Tilling,0,London Academy,Engineering,53.13,57
6,Fifi Eton,1,London Academy,Engineering,50,64
8,Rupert Ripple,1,London Academy,Engineering,65.63,53
5,Stacey Broad,1,London Academy,Business,68.75,61
5,Stacey Broad,NULL,Birmingham Academy,NULL,75,46
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,50,46
